"detail_link","map-infowindow__heading","map-infowindow__summary","card__address","card__address 2","card__phone"
"https://www.visitpittsburgh.com/directory/medis-on-market/","Medi's on Market","Greek restaurant with ""Build Your Own"" concept where customers can customize salad or rice bowls and pitas to their liking. Tons of healthy options …","431 Market St.","Pittsburgh, Pennsylvania 15222","(412) 261-4976"
"https://www.visitpittsburgh.com/directory/ollies-gastropub/","Ollie's Gastropub","Ollie's Gastropub is a truly unique lounge experience located in the Embassy Suites on the 25th floor of the Oliver Building featuring craft …","Embassy Suites by Hilton Pittsburgh-Downtown, 535 Smithfield St.","Pittsburgh, Pennsylvania 15222","412-338-2200 x 2833"
"https://www.visitpittsburgh.com/directory/meat-potatoes/","Meat & Potatoes","As Pittsburgh's first Gastropub- Meat & Potatoes redefines comfort food in an elevated steakhouse setting with bold takes on American classics. …","649 Penn Ave.","Pittsburgh, Pennsylvania 15222","(412) 325-7007"
"https://www.visitpittsburgh.com/directory/millies-homemade-ice-cream/","Millie's Homemade Ice Cream","At Millie's, we believe the best things in life are real: real relationships, real ingredients. We work directly with local farmers and …","246 Forbes Ave.","Pittsburgh, Pennsylvania 15222","(412) 709-6579"
"https://www.visitpittsburgh.com/directory/novo-asian-food-hall/","Novo Asian Food Hall","This first-of-its-kind Asian Food Hall in Western Pennsylvania hosts seven kitchens which feature authentic dishes from across Asia in a modern and …","1931 Smallman St.","Pittsburgh, Pennsylvania 15222",""
"https://www.visitpittsburgh.com/directory/pamelas-p-g-diners/","Pamela's P&G Diners","Unique, independently owned breakfast/lunch restaurants. Voted Best Breakfast in Pittsburgh and named in the top 10 of USA's Hotcakes. …","60 21st St.","Pittsburgh, Pennsylvania 15222","(412) 281-6366"
"https://www.visitpittsburgh.com/directory/martoranos-prime-rivers-casino-pittsburgh/","Martorano's Prime @ Rivers Casino Pittsburgh","Celebrity cook Steve Martorano debuts an Italian-American Steakhouse at Rivers Casino Pittsburgh. “Martorano’s Prime” features elevated pastas, …","777 Casino Dr.","Pittsburgh, Pennsylvania 15212","(412) 231-7777"
"https://www.visitpittsburgh.com/directory/north-shore-tavern/","North Shore Tavern","Pittsburgh’s most memorable meal is at North Shore Tavern, home of the Steak on a Stone. North Shore Tavern’s signature meals include; Filet Mignon, …","120 Federal St.","Pittsburgh, Pennsylvania 15212","(412) 465-9865"
"https://www.visitpittsburgh.com/directory/the-original-oyster-house/","The Original Oyster House","A Pittsburgh tradition since 1870. The oldest bar and restaurant in the city serves up their famous and delicious jumbo fish sandwiches, …","20 Market Square","Pittsburgh, Pennsylvania 15222","(412) 566-7925"
"https://www.visitpittsburgh.com/directory/nicholas-coffee-tea-co/","Nicholas Coffee & Tea Co.","Since 1919, Nicholas Coffee has been introducing discerning coffee lovers to fresh-roasted coffee. We still operate the old-fashioned way, carefully …","23 Market Square","Pittsburgh, Pennsylvania 15222","(412) 261-4225"
"https://www.visitpittsburgh.com/directory/mccormick-schmicks-seafood-restaurant/","McCormick & Schmick's Seafood Restaurant","McCormick Schmick's specializes in the freshest fish, seafood, steaks, poultry and pastas. Entrees are prepared with the finest and freshest …","301 Fifth Ave., Ste. 101, Piatt Place","Pittsburgh, Pennsylvania 15222","(412) 201-6992"
"https://www.visitpittsburgh.com/directory/moes-southwest-grill/","Moe's Southwest Grill","Freshest Southwest fare in Pittsburgh served in a fun, energetic atmosphere. Enjoy huge burritos and healthy options while admiring the charm of …","210 Forbes Ave.","Pittsburgh, Pennsylvania 15222","(412) 224-4422"
"https://www.visitpittsburgh.com/directory/north-country-brew-pub/","North Country Brew Pub","North Country Brewing Company is nested within one of the original structures of Main Street Slippery rock. Built in 1805, our elvish Irish pub …","141 South Main St.","Slippery Rock, Pennsylvania 16057","(724) 794-2337"
"https://www.visitpittsburgh.com/directory/palm-court/","Palm Court","The Palm Court serves small bites, traditional afternoon tea and specialty drinks in an elegantly understated atmosphere. Swing to live music on …","530 William Penn Place, Omni William Penn","Pittsburgh, Pennsylvania 15219","(412) 281-7100"
"https://www.visitpittsburgh.com/directory/nightcap/","Nightcap","At Nightcap, life is a party, and you’re the guest of honor at this late-night spot for captivating cocktails, vintage glamour, and cabaret …","1001 Lafayette Dr., Nemacolin","Farmington, Pennsylvania 15437","(866) 406-6957"
"https://www.visitpittsburgh.com/directory/mortons-the-steakhouse/","Morton's The Steakhouse","Morton's The Steakhouse is conveniently situated in the heart of the city's thriving cultural district. Located downtown on Liberty Avenue,","625 Liberty Ave., Suite 180","Pittsburgh, Pennsylvania 15222","(412) 261-7141"
"https://www.visitpittsburgh.com/directory/otaru/","OTARU","Welcome to our Japanese restaurant, where fine dining meets breathtaking views of Pittsburgh's iconic skyline. Nestled in the heart of the city, …","1200 Grandview Ave.","Pittsburgh, Pennsylvania 15211","(412) 586-5485"
"https://www.visitpittsburgh.com/directory/peace-love-and-little-donuts/","Peace, Love and Little Donuts","Fresh donuts hand made throughout the day. Fresh coffee and coffee drinks. Bring the family and watch your donuts being made and hand decorated. …","50 21st St.","Pittsburgh, Pennsylvania 15222","(412) 904-4649"
"https://www.visitpittsburgh.com/directory/oddfellows-ice-cream-co/","OddFellows Ice Cream Co.","OddFellows Ice Cream Co. is a small-batch ice cream company located inside of Posman Books. Find more than 500 wacky and weird flavors alongside …","1637 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 904-2732"
"https://www.visitpittsburgh.com/directory/papa-js-twin-plaza/","PaPa J's Twin Plaza","PaPa J's is a showcase of the Troiani Family's renovation of the historic Twin Plaza building at 21st Street and Smallman in the Strip …","2016 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 429-7272"
"https://www.visitpittsburgh.com/directory/mian-rivers-casino-pittsburgh/","Mian @ Rivers Casino Pittsburgh","Offers quick-service authentic Asian cuisine for guests who want a delectable meal for dining in or carrying out. Enjoy a wide variety of …","777 Casino Dr.","Pittsburgh, Pennsylvania 15212","(412) 231-7777"
"https://www.visitpittsburgh.com/directory/monterey-bay-fish-grotto/","Monterey Bay Fish Grotto","A view with a point of view.Located high on top of Mt. Washington, Monterey Bay is just as famous for its mouthwatering fresh seafood and impeccable …","1411 Grandview Ave.","Pittsburgh, Pennsylvania 15211","(412) 481-4414"
"https://www.visitpittsburgh.com/directory/r-and-gs-smokeshack-dining-nightlife/","R and G's SmokeShack","Family-owned, local barbecue food truck available for large festivals, small events and all of your catering needs.","255 W. Allegheny Rd.","Imperial, Pennsylvania 15126",""
"https://www.visitpittsburgh.com/directory/the-runner-stone-mill-house-restaurant-bar/","The Runner Stone Mill House Restaurant & Bar","Features fresh American fare in a chic atmosphere. Mingle at the bar or dine by the large windows, our farm-to-table cuisine creates the perfect …","Pittsburgh Airport Marriott, 777 Aten Rd.","Coraopolis, Pennsylvania 15108","(412) 788-8800"
"https://www.visitpittsburgh.com/directory/press-house-coffee/","Press House Coffee","Press House Coffee is a craft roastery and modern Sewickley coffee shop. Enjoy specialty drinks with scratch-made syrups and an ever rotating list …","505 Broad St.","Sewickley, Pennsylvania 15143","(412) 848-1436"
"https://www.visitpittsburgh.com/directory/primanti-bros-strip-district/","Primanti Bros. Strip District","Home of the almost famous sandwich. Born in 1933 from a small wooden lunch stand in the Dtrip District to today with over 20 locations in Pittsburgh …","46 18th St.","Pittsburgh, Pennsylvania 15222","(412) 263-2142"
"https://www.visitpittsburgh.com/directory/roots-natural-kitchen/","Roots Natural Kitchen","Roots Natural Kitchen is a fast casual restaurant, serving signature grain bowls and salads with favorites like El Jefe and the Pesto Caesar. At …","1644 Cochran Rd.","Pittsburgh, Pennsylvania 15220","(412) 324-9324"
"https://www.visitpittsburgh.com/directory/rolands-seafood-grill/","Roland's Seafood Grill","Roland's, a Pittsburgh institution, with our famous hot lobster roll, a can't-miss beer selection, cocktails, wood-fired pizzas, seafood …","1904 Penn Ave.","Pittsburgh, Pennsylvania 15222","(412) 261-3401"
"https://www.visitpittsburgh.com/directory/redbeards-on-sixth-sports-bar-grill/","Redbeard's on Sixth Sports Bar & Grill","Redbeard's on Sixth Sports Bar & Grill in downtown Pittsburgh's Cultural District ! Open seven days a week, serving food nightly until 1:00 …","144 Sixth St.","Pittsburgh, Pennsylvania 15222","(412) 261-2324"
"https://www.visitpittsburgh.com/directory/ritual-house-dining-nightlife/","Ritual House","Spirited food & drink in an atmosphere designed for the senses. Ritual House was inspired by world travels and a passion for Pittsburgh. We invite …","524 William Penn Place","Pittsburgh, Pennsylvania 15219","(412) 904-2002"
"https://www.visitpittsburgh.com/directory/rivers-club/","Rivers Club","Designed to meet the high culinary expectations of our Members, the Club’s innovative menu draws on experience and talent. Our Executive Chef places …","One Oxford Centre, 301 Grant St., Ste. 411","Pittsburgh, Pennsylvania 15219","(412) 391-5227"
"https://www.visitpittsburgh.com/directory/penn-brewery-pittsburgh-international-airport/","Penn Brewery - Pittsburgh International Airport","Pittsburgh's oldest and largest craft brewery serves award-winning brews and ""ethnic Pittsburgh"" fare at its Pittsburgh International Airport …","1000 Airport Blvd., Pittsburgh International Airport, Concourse A, Airside Terminal, Between Gates 6 and 8","Pittsburgh, Pennsylvania 15231","(412) 472-5419"
"https://www.visitpittsburgh.com/directory/sally-anns/","Sally Ann's","Sally Ann’s is a vibrant, welcoming café and bar in the heart of downtown Pittsburgh, designed to bring comfort, creativity, and community together …","136 6th St.","Pittsburgh, Pennsylvania 15222","(412) 338-1876"
"https://www.visitpittsburgh.com/directory/the-porch-at-schenley/","The Porch at Schenley","The Porch is a neighborhood bistro in the heart of vibrant, bustling Oakland. Situated within beautiful Schenley Plaza, this new concept is a come …","221 Schenley Dr.","Pittsburgh, Pennsylvania 15213","(412) 687-6724"
"https://www.visitpittsburgh.com/directory/penn-brewery/","Penn Brewery","Come visit Pittsburgh’s oldest brewery! Penn Brewery is housed in the historic 19th-century E&O Brewery building, featuring a German bierhalle, …","800 Vinial St.","Pittsburgh, Pennsylvania 15212","(412) 237-9400"
"https://www.visitpittsburgh.com/directory/quicksilver-restaurant-lounge-banquet-center/","Quicksilver Restaurant, Lounge & Banquet Center","Open throughout the golf season and has an excellent pub dining menu. Sample from our wide selection of draft beer, bottle beers, popular imports, …","PO Box 595, 2000 Quicksilver Rd.","Midway, Pennsylvania 15060","(724) 796-1594"
"https://www.visitpittsburgh.com/directory/primanti-bros/","Primanti Bros.","Home of the almost famous sandwich. Born in 1933 from a small wooden lunch stand in the Strip District to today with over 20 locations in Pittsburgh …","2100 Wharton St., Ste 720","Pittsburgh, Pennsylvania 15203","(412) 325-2455"
"https://www.visitpittsburgh.com/directory/playa-bowls/","Playa Bowls™","Playa Bowls ™ is your slice of Summer, anytime. Using the freshest, highest quality ingredients, Playa Bowls ™ serves healthy, delicious acai, …","1707 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 904-2411"
"https://www.visitpittsburgh.com/directory/salems-market-and-grill/","Salem's Market and Grill","Using a local and international network of farmers and humane, first-class facilities, Salem’s is proud to offer fresh, Halal foods to all …","2923 Penn Ave.","Pittsburgh, Pennsylvania 15201","(412) 667-9289"
"https://www.visitpittsburgh.com/directory/the-rebel-room/","The Rebel Room","The Rebel Room, located inside The Industrialist Hotel, is a spirited dining destination that celebrates Pittsburgh's rich industrial heritage …","The Industrialist Hotel, Pittsburgh, Autograph Collection, 405 Wood St.","Pittsburgh, Pennsylvania 15222","(412) 395-3016"
"https://www.visitpittsburgh.com/directory/ruths-chris-steak-house/","Ruth's Chris Steak House","We are dedicated to ensuring our restaurants remain a safe and comfortable place for you, your family, friends and coworkers to come together and …","Six PPG Place","Pittsburgh, Pennsylvania 15222","(412) 391-4800"
"https://www.visitpittsburgh.com/directory/primanti-bros-south-side/","Primanti Bros. South Side","Home of the almost famous sandwich. Born in 1933 from a small wooden lunch stand in the Dtrip District to today with over 20 locations in Pittsburgh …","1832 E. Carson St.","Pittsburgh, Pennsylvania 15203","(412) 381-2583"
"https://www.visitpittsburgh.com/directory/primanti-bros-market-square/","Primanti Bros. Market Square","Home of the almost famous sandwich. Born in 1933 from a small wooden lunch stand in the Strip District to today with over 20 locations in Pittsburgh …","2 South Market Square","Pittsburgh, Pennsylvania 15222","(412) 261-1599"
"https://www.visitpittsburgh.com/directory/primohoagies/","PrimoHoagies","PrimoHoagies prides itself on serving the highest-quality gourmet meats and cheeses, sliced fresh and piled high on its award-wining seeded bread. …","1901 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 904-1382"
"https://www.visitpittsburgh.com/directory/reva-modern-indian-cuisine/","Reva Modern Indian Cuisine","Reva Modern Indian Cuisine is a trendy and upscale Indian restaurant located in Pittsburgh, PA, offering a unique and innovative dining experience. …","220 N. Highland Ave.","Pittsburgh, Pennsylvania 15206","(412) 952-9558"
"https://www.visitpittsburgh.com/directory/revel/","Revel","Refined American restaurant located in Downtown Pittsburgh, steps from Market Square. Revel has a classic breakfast offering as well as a unique …","242 Forbes Ave.","Pittsburgh, Pennsylvania 15222","(412) 281-1134"
"https://www.visitpittsburgh.com/directory/spirits-tales/","Spirits & Tales","A bold new brasserie atop The Oaklander Hotel, overlooking one of Pittsburgh's most iconic neighborhoods, where classic and contemporary …","5130 Bigelow Blvd., The Oaklander Hotel","Pittsburgh, Pennsylvania 15213","(412) 297-4080"
"https://www.visitpittsburgh.com/directory/sienna-mercato/","Sienna Mercato","Emporio: A Meatball Joint- Featuring gourmet meatballs, 32 draft beers, wine and classic cocktails- all made fresh daily in our scratch …","942 Penn Ave.","Pittsburgh, Pennsylvania 15222","(412) 281-2810"
"https://www.visitpittsburgh.com/directory/toms-watch-bar/","Tom's Watch Bar","Watch One Game Here, and You’ll Get it. Founded in 2014, Tom’s Watch Bar defines the ultimate sports watching entertainment experience. Promising …","261 North Shore Dr., Ste. 3","Pittsbugh, Pennsylvania 15212","(412) 254-8338"
"https://www.visitpittsburgh.com/directory/shake-shack/","Shake Shack","Famous for its delicious made-to-order Angus beef burgers, crispy chicken, hand-spun milkshakes, house-made lemonades, and more. High-quality food …","1767 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 286-0117"
"https://www.visitpittsburgh.com/directory/the-tap-room/","The Tap Room","Enjoy a variety of microbrews, bourbon and local favorites, tavern-style sandwiches, burgers, soups, salads and lighter fare. Catch your favorite …","530 William Penn Place, Omni William Penn Hotel","Pittsburgh, Pennsylvania 15219","(412) 281-7100"
"https://www.visitpittsburgh.com/directory/steel-mill-saloon/","Steel Mill Saloon","Located directly across from the Duquesne Incline on Grandview Avenue, the Steel Mill Saloon provides upscale food at reasonable prices while …","1225 Grandview Ave.","Pittsburgh, Pennsylvania 15211","(412) 586-4926"
"https://www.visitpittsburgh.com/directory/t%C3%A4k%C5%8D/","täkō","täkō is a lively taqueria serving an inventive Japanese/ Mexican fusion approach to street food and a locally unmatched selection of tequila and …","214 6th St.","Pittsburgh, Pennsylvania 15222","(412) 471-8256"
"https://www.visitpittsburgh.com/directory/seasons-asado-urban-grill/","Seasons/Asado Urban Grill","Fill up on delicious offerings at our flagship dining establishment, Asado Urban Grill. Guests enjoy a home-style breakfast buffet each morning to …","500 Mansfield Ave., DoubleTree by Hilton Pittsburgh - Green Tree","Pittsburgh, Pennsylvania 15205","(412) 920-8011"
"https://www.visitpittsburgh.com/directory/tapville-social-pittsburgh-dining-nightlife/","Tapville Social - Pittsburgh","Located in Pittsburgh’s Strip District, Tapville Social is the city’s only self-pour taproom — giving guests the freedom to explore and pour from 32 …","1447 Smallman St.","Pittsburgh, Pennsylvania 15222","(412) 968-7687"
"https://www.visitpittsburgh.com/directory/soba/","SOBA","Plush comfort and gentle mystery. Soba cooks from the heart, embracing the fundamental flavors and styles of our favorite dishes from China, …","5847 Ellsworth Ave.","Pittsburgh, Pennsylvania 15232","(412) 362-5656"
"https://www.visitpittsburgh.com/directory/sultan-d%C3%B6ner-kebab-baklava-dining-nightlife/","Sultan Döner Kebab & Baklava","Sultan Döner Kebab & Baklava specializes in delicious Döner (gyros), Kebab and mouth-watering homemade Turkish Baklava! Also serving, soup, salads, …","133 6th St.","Pittsburgh, Pennsylvania 15222","(412) 235-7299"
"https://www.visitpittsburgh.com/directory/scratch-co/","Scratch & Co.","Located in the heart of Troy Hill, Scratch & Co. is more than just a restaurant; it’s a vital part of the Pittsburgh community. Here, connection, …","1720 Lowrie St.","Pittsburgh, Pennsylvania 15212","(412) 251-0822"
"https://www.visitpittsburgh.com/directory/space-bar-dining-nightlife/","Space Bar","Space Bar, located in Market Square, is a tribute to Pittsburgh's evolving space city culture. Founded by local enthusiasts, including a sci-fi …","22 Market Square","Pittsburgh, Pennsylvania 15222","(412) 862-5881"
"https://www.visitpittsburgh.com/directory/talia-cucina-rosticerria/","Talia Cucina & Rosticerria","Representing rustic Italian cuisine with a few contemporary twists, Talia Cucina & Rosticerria gives Pittsburgh a modern feel on an Italian …","425 Sixth Ave.","Pittsburgh, Pennsylvania 15219","(412) 456-8214"
"https://www.visitpittsburgh.com/directory/sankalp-the-taste-of-india/","Sankalp The Taste of India","Sankalp Pittsburgh is a renowned Indian restaurant in Cranberry Township, PA, offering an extensive menu of authentic and flavorful Indian cuisine. …","1187 Freedom Rd. C-105","Cranberry Township, Pennsylvania 16066","(724) 591-8888"
"https://www.visitpittsburgh.com/directory/the-speckled-egg-south-side/","The Speckled Egg South Side","Neighborhood diner whipping up omelets, sandwiches, cocktails and espresso in a friendly atmosphere. Open Wednesday - Friday, 8 a.m. - 7 p.m., and …","428 S. 27th St.","Pittsburgh, Pennsylvania 15203","(412) 206-7793"
"https://www.visitpittsburgh.com/directory/tequila-cowboy/","Tequila Cowboy","Tequila Cowboy offers an exciting experience with dining and a revved up nightlife. Tequila Cowboy is your one-stop party when you come to …","380 North Shore Dr.","Pittsburgh, Pennsylvania 15212","(412) 930-0895"
"https://www.visitpittsburgh.com/directory/t%C3%A4k%C5%8D-torta/","täkō torta","Located in the heart of Pittsburgh's Bakery Square, täkō torta is the latest taqueria-inspired outpost by Chef/Owner Richard DeShantz. täkō …","122 Bakery Square Blvd.","Pittsburgh, Pennsylvania 15206","(412) 866-8256"
"https://www.visitpittsburgh.com/directory/the-terrace-room/","The Terrace Room","Terrace Room's team takes local ingredients and fuses them into many creative dishes that inspire the palate. Exciting offerings include …","530 William Penn Place, Omni William Penn Hotel","Pittsburgh, Pennsylvania 15219","(412) 553-5235"
"https://www.visitpittsburgh.com/directory/siempre-algo/","Siempre Algo","We believe that hospitality comes from optimism, compassion and trust. We pass our care for each other and our profession on to our guests.","414 E. Ohio St.","Pittsburgh, Pennsylvania 15212","(412) 652-9968"
"https://www.visitpittsburgh.com/directory/shortys-pins-x-pints-dining-nightlife/","Shorty's Pins x Pints","Shorty’s Pins x Pints is a laid-back spot with an old school vibe. At Shorty's - retro games, like duckpin bowling, shuffleboard, bocce, …","353 North Shore Dr.","Pittsburgh, Pennsylvania 15212","(412) 904-4450"
"https://www.visitpittsburgh.com/directory/starbucks/","Starbucks","Starbucks is the premier roaster and retailer of specialty coffee in the world. And with every cup, they strive to bring both their Seattle heritage …","1701 Smallman St.","Pittsburgh, Pennsylvania 15222",""
"https://www.visitpittsburgh.com/directory/the-speckled-egg/","The Speckled Egg","Neighborhood diner whipping up omelets, sandwiches, cocktails and espresso in a friendly atmosphere. Open Tuesday - Sunday, 8 a.m. - 3 p.m. …","501 Grant St., The Union Trust Building","Pittsburgh, Pennsylvania 15219","(412) 251-5248"
"https://www.visitpittsburgh.com/directory/slopeside-restaurant-seven-springs/","Slopeside Restaurant @ Seven Springs","Slopeside features amazing views of the slopes, gracious service, comfortable family dining and great all-American selections at reasonable prices.","777 Waterwheel Dr., Seven Springs Mountain Resort","Seven Springs, Pennsylvania 15622","(814) 352-7777"
"https://www.visitpittsburgh.com/directory/twelve-whiskey-barbecue/","Twelve Whiskey Barbecue","Pittsburgh's premiere barbecue restaurant located in the heart of the South Side. Extensive whiskey list, over 100 craft beers and late night …","1222 E. Carson St.","Pittsburgh, Pennsylvania 15203","(412) 742-4024"
"https://www.visitpittsburgh.com/directory/wheelhouse-sports-bar-and-grill-rivers-casino-pittsburgh/","Wheelhouse Sports Bar and Grill @ Rivers Casino Pittsburgh","A casual, comfortable spot to catch any game while enjoying a delicious meal, featuring indoor and patio seating. Menu items range from burgers, …","777 Casino Dr.","Pittsburgh, Pennsylvania 15212","(412) 231-7777"
"https://www.visitpittsburgh.com/directory/umi-japanese-restaurant/","Umi Japanese Restaurant","Umi exists to please with perfection. Enjoy intimate dining at the sushi bar, while Mr. Shu creates your dishes, or slide into the traditional …","5849 Ellsworth Ave.","Pittsburgh, Pennsylvania 15232","(412) 362-6198"
"https://www.visitpittsburgh.com/directory/vallozzis-pittsburgh/","Vallozzi's Pittsburgh","Family owned and operated for over 50 years, following in the footstepsof Vallozzi's Classic Restaurant in Greensburg, PA. We use fresh, quality …","220 Fifth Ave.","Pittsburgh, Pennsylvania 15222","(412) 394-3400"
"https://www.visitpittsburgh.com/directory/umi-japanese-restaurant/","Umi Japanese Restaurant","Umi exists to please with perfection. Enjoy intimate dining at the sushi bar, while Mr. Shu creates your dishes, or slide into the traditional …","5849 Ellsworth Ave.","Pittsburgh, Pennsylvania 15232","(412) 362-6198"
"https://www.visitpittsburgh.com/directory/vallozzis-pittsburgh/","Vallozzi's Pittsburgh","Family owned and operated for over 50 years, following in the footstepsof Vallozzi's Classic Restaurant in Greensburg, PA. We use fresh, quality …","220 Fifth Ave.","Pittsburgh, Pennsylvania 15222","(412) 394-3400"
"https://www.visitpittsburgh.com/directory/twelve-whiskey-barbecue/","Twelve Whiskey Barbecue","Pittsburgh's premiere barbecue restaurant located in the heart of the South Side. Extensive whiskey list, over 100 craft beers and late night …","1222 E. Carson St.","Pittsburgh, Pennsylvania 15203","(412) 742-4024"
"https://www.visitpittsburgh.com/directory/wheelhouse-sports-bar-and-grill-rivers-casino-pittsburgh/","Wheelhouse Sports Bar and Grill @ Rivers Casino Pittsburgh","A casual, comfortable spot to catch any game while enjoying a delicious meal, featuring indoor and patio seating. Menu items range from burgers, …","777 Casino Dr.","Pittsburgh, Pennsylvania 15212","(412) 231-7777"
"https://www.visitpittsburgh.com/directory/eatn-park-north-versailles/","Eat'n Park - North Versailles","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","516 Lincoln Hwy","North Versailles, Pennsylvania 15137","(412) 816-2006"
"https://www.visitpittsburgh.com/directory/eatn-park-mckeesport/","Eat'n Park - McKeesport","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","805 Lysle Blvd","McKeesport, Pennsylvania 15132","(412) 644-9148"
"https://www.visitpittsburgh.com/directory/dee-jays-bbq-ribs-grille/","Dee Jay's BBQ Ribs & Grille","Dee Jay's BBQ Ribs & Grille originated in Weirton, W.V., and became a local staple restaurant known for its legendary BBQ ribs and extraordinary …","2602 Brandt School Rd.","Wexford, Pennsylvania 15090","724-488-RIBS"
"https://www.visitpittsburgh.com/directory/eatn-park-etna/","Eat'n Park - Etna","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","830 Butler Street","Pittsburgh, Pennsylvania 15223","(412) 487-4870"
"https://www.visitpittsburgh.com/directory/eatn-park-mckees-rocks/","Eat'n Park - McKees Rocks","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","300 Chartiers Ave",", Pennsylvania 15136","(412) 331-2881"
"https://www.visitpittsburgh.com/directory/eatn-park-edgewood/","Eat'n Park - Edgewood","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","1605 S. Braddock Ave","Pittsburgh, Pennsylvania 15218","(412) 243-5530"
"https://www.visitpittsburgh.com/directory/eatn-park-moon-twp/","Eat'n Park - Moon Twp","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","9516 University Blvd.","Moon Township, PA 15108, Pennsylvania 15108","(412) 264-7201"
"https://www.visitpittsburgh.com/directory/eatn-park-penn-hils/","Eat'n Park - Penn Hils","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","11746 Frankstown Rd.",", Pennsylvania 15235","(412) 242-3700"
"https://www.visitpittsburgh.com/directory/eatn-park-banksville/","Eat'n Park - Banksville","Casual, neighborhood restaurant featuring a full breakfast, lunch and dinner menu plus a Soup and Salad bar and a Breakfast and Fruit buffet. Kids …","1300 Banksville Rd.","Pittsburgh, Pennsylvania 15216","(412) 561-7894"
"https://www.visitpittsburgh.com/directory/ollies-gastropub/","Ollie's Gastropub","Ollie's Gastropub is a truly unique lounge experience located in the Embassy Suites on the 25th floor of the Oliver Building featuring craft …","Embassy Suites by Hilton Pittsburgh-Downtown, 535 Smithfield St.","Pittsburgh, Pennsylvania 15222","412-338-2200 x 2833"
"https://www.visitpittsburgh.com/directory/the-pa-market/","The PA Market","The PA Market is a unique upscale food hall in the heart of the Strip district. Our 14,000 square foot space features beautiful, relaxing atmosphere …","108 19th St.","Pittsburgh, Pennsylvania 15222","(412) 904-1332"
"https://www.visitpittsburgh.com/directory/meat-potatoes/","Meat & Potatoes","As Pittsburgh's first Gastropub- Meat & Potatoes redefines comfort food in an elevated steakhouse setting with bold takes on American classics. …","649 Penn Ave.","Pittsburgh, Pennsylvania 15222","(412) 325-7007"
"https://www.visitpittsburgh.com/directory/medis-on-market/","Medi's on Market","Greek restaurant with ""Build Your Own"" concept where customers can customize salad or rice bowls and pitas to their liking. Tons of healthy options …","431 Market St.","Pittsburgh, Pennsylvania 15222","(412) 261-4976"
